id,member_id,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,revol_util,total_acc,bad_loan
872160,1086339,25000, 60 months,11.49,352.36,10,MORTGAGE,73703,VERIFIED - income,GA,27.01,0,0,0,25864,48.8,32,0
872184,1086366,8000, 36 months,11.49,263.78,4,MORTGAGE,105600,not verified,MA,6.78,1,2,0,7076,36.5,19,0
872182,1086364,5000, 36 months,10.59,162.73,0,RENT,90000,verified,TX,18.89,0,2,0,7814,46,20,0
872153,1086331,1000, 36 months,9.99,32.27,9,MORTGAGE,36000,not verified,FL,8.8,0,0,0,10948,88.3,13,0
872057,1086228,7200, 36 months,10.99,235.69,3,OWN,30000,VERIFIED - income,FL,20.92,0,0,0,7335,66.7,6,0
872020,1086137,16000, 60 months,19.69,421.15,4,RENT,136500,VERIFIED - income,CA,13.29,0,0,0,15568,83.3,40,0
871979,1086041,10000, 36 months,5.99,304.18,10,MORTGAGE,144000,VERIFIED - income,OH,4.72,0,2,0,2820,2.2,60,0
871205,1085253,6000, 36 months,5.99,182.51,1,RENT,29000,not verified,NY,12.5,0,0,0,8809,30,39,0
861141,1074015,2400, 36 months,11.49,79.14,,RENT,18000,verified,FL,23.6,0,1,0,631,48.5,10,0
870019,1083952,35000, 36 months,10.99,1145.69,3,RENT,82000,VERIFIED - income,IL,3.25,0,5,0,722,1.9,56,1
871686,1085818,20500, 36 months,7.49,637.59,7,RENT,50000,verified,NC,15.67,0,2,0,23220,53.6,32,0
871878,1085981,16000, 60 months,10.59,344.62,10,MORTGAGE,61000,not verified,NY,2.56,0,2,0,2207,2.9,43,0
871846,1085952,14000, 36 months,5.99,425.85,10,OWN,180000,verified,CA,5.84,0,2,0,11411,14.2,29,0
871889,1085995,1500, 36 months,18.79,54.83,0,RENT,24000,not verified,CA,18.65,0,0,0,2893,99.8,10,0
765715,966646,5800, 36 months,5.99,176.43,,MORTGAGE,24000,not verified,FL,13.3,0,1,0,7640,38,24,0
871812,1085913,31000, 60 months,13.99,524.59,3,MORTGAGE,43200,verified,KY,13.78,0,1,0,23522,70,14,1
871679,1085760,8000, 36 months,13.49,271.45,5,RENT,50000,verified,TX,8.57,0,2,0,9952,60,18,1
870068,1084029,6000, 36 months,15.99,210.92,4,RENT,20000,VERIFIED - income,CA,13.8,0,0,0,8367,70.9,8,0
871642,1085788,6300, 36 months,11.49,207.72,9,MORTGAGE,55000,not verified,GA,13.75,0,1,0,5691,25,28,0
871683,1085815,2900, 60 months,11.49,63.77,8,RENT,63996,not verified,NC,18.17,0,0,0,12366,37.4,24,0
835852,1045842,9175, 36 months,10.99,300.34,0,MORTGAGE,125000,verified,TX,19.33,0,0,0,13816,94,37,0
871693,1080285,8500, 36 months,5.42,256.36,9,MORTGAGE,120000,verified,MA,3.07,0,2,0,10341,49,27,0
870540,1084573,12000, 36 months,5.99,365.01,0,RENT,70000,not verified,FL,12.24,0,0,0,11672,56.6,9,0
871592,1085720,10000, 36 months,5.99,304.18,6,MORTGAGE,105000,not verified,CA,2.91,0,4,0,5080,16.8,20,0
871639,1083144,14075, 60 months,13.99,327.43,10,MORTGAGE,65000,VERIFIED - income,CT,18.39,0,2,0,34069,57.8,25,1
869165,1082981,9000, 36 months,5.42,271.44,10,RENT,59520,verified,CA,14.52,0,0,0,7059,19.4,32,0
871626,1085771,12000, 36 months,6.99,370.48,4,OWN,66500,not verified,IL,7.45,0,4,0,428,1.6,44,0
866870,1080387,12000, 36 months,14.79,414.76,,RENT,25536,VERIFIED - income,CA,10.15,0,1,1,8012,70.3,12,0
871613,1085704,17000, 60 months,14.79,402.56,8,MORTGAGE,100000,VERIFIED - income,WI,9.96,0,3,0,7354,18,63,0
871578,1085654,6000, 36 months,15.23,208.67,2,MORTGAGE,56000,not verified,OH,24.06,0,2,0,5987,38.6,21,0
871527,1085611,3300, 36 months,6.99,101.88,1,RENT,40000,not verified,IL,20.04,0,2,0,0,0,16,0
871365,1085422,2800, 36 months,8.49,88.38,8,MORTGAGE,110000,verified,NY,0.58,0,1,0,2557,28.1,36,0
871532,1085668,3150, 36 months,15.62,110.16,0,RENT,72000,not verified,CA,6.32,1,2,0,3628,84.4,9,0
871479,1085549,7000, 36 months,11.99,232.47,2,RENT,40000,not verified,CT,18.21,0,1,0,7201,47.4,21,0
871478,1085548,2000, 36 months,9.99,64.53,10,MORTGAGE,126000,not verified,PA,11.22,0,3,0,13948,71.9,46,0
871472,1085533,15000, 36 months,16.49,531,7,OWN,60000,verified,VA,11.9,0,0,0,11683,95.8,13,0
871467,1085532,12000, 60 months,16.89,297.53,6,MORTGAGE,105000,verified,WA,19.8,0,3,0,26991,77.5,41,1
870796,1084788,6000, 36 months,7.49,186.61,10,MORTGAGE,65000,not verified,OK,26.66,0,1,0,5210,43.4,26,0
871420,1085499,15000, 60 months,10.59,323.08,10,MORTGAGE,100000,VERIFIED - income,NH,5.51,0,0,0,13054,68.3,31,0
871158,1085275,10000, 60 months,16.49,245.8,6,OWN,72280,verified,FL,2.36,0,2,0,43,0.9,8,1
871396,1066312,35000, 60 months,12.99,495.34,10,MORTGAGE,125000,VERIFIED - income,MD,16.75,0,3,0,18747,41.8,40,0
871372,1085429,8500, 36 months,12.99,286.36,1,RENT,52968,VERIFIED - income,TX,10.06,0,2,0,3171,61,20,1
865217,1078468,12000, 60 months,16.49,294.96,10,RENT,40000,VERIFIED - income,CA,10.47,0,3,1,6465,69.5,27,0
850753,1062603,9200, 60 months,13.99,214.03,1,RENT,35000,verified,AL,0,0,3,0,0,0,14,0
869708,1083598,7500, 36 months,12.99,252.67,10,RENT,58000,not verified,IL,17.15,0,3,1,3675,39.5,12,0
865353,1078663,9000, 36 months,10.99,294.61,10,MORTGAGE,100000,not verified,FL,5.32,2,0,0,36907,6.1,27,0
870110,1084073,15000, 36 months,14.79,518.44,1,OWN,66000,verified,KY,11.07,0,2,0,11466,62.3,14,0
871322,1085397,8000, 36 months,5.99,243.34,2,MORTGAGE,88000,not verified,CO,0.55,0,0,0,1014,5.5,8,0
871230,1085301,14000, 60 months,12.99,318.48,1,RENT,45000,not verified,NY,13.49,1,0,0,2830,57.8,46,1
871288,1085340,5000, 36 months,14.79,172.82,3,RENT,32000,not verified,NC,15.56,0,3,0,3949,46.5,9,0
871287,1085339,5000, 36 months,9.99,161.32,8,RENT,45000,not verified,CA,6.4,0,2,0,2027,27,10,1
856912,1069319,14400, 60 months,14.79,340.99,8,MORTGAGE,57000,verified,NC,19.84,0,1,0,16695,81.8,34,0
852871,1065001,3000, 36 months,13.49,101.8,4,RENT,30000,not verified,CT,6.2,2,0,0,2510,30.6,8,0
871263,1085262,3625, 36 months,8.49,114.42,10,OWN,19000,not verified,NY,29.43,0,3,0,13500,62.8,17,0
871234,1085306,8000, 36 months,8.49,252.51,3,RENT,48000,verified,OH,12.05,0,1,0,3966,40.1,8,0
871213,1085280,11000, 36 months,8.49,347.2,7,OWN,27852,verified,KS,21.33,0,0,0,4824,67.9,17,1
871130,1085194,4200, 36 months,11.99,139.49,0,MORTGAGE,29000,not verified,FL,20.44,0,1,0,4206,57.6,9,0
870504,1084513,2800, 36 months,7.49,87.09,1,RENT,40000,not verified,NC,10.38,0,1,0,106,1.8,9,0
871175,1085222,12800, 36 months,9.99,412.96,5,MORTGAGE,83820,not verified,RI,8.78,0,0,0,2502,26.9,14,0
868570,1082333,14125, 36 months,12.99,475.86,6,MORTGAGE,44400,VERIFIED - income,MO,22.24,0,1,1,4728,67.5,34,0
865056,1078301,9600, 36 months,11.99,318.82,10,RENT,94837,not verified,MD,16.63,0,0,0,20611,99.1,18,0
871008,1085045,16000, 60 months,7.49,320.54,0,RENT,61200,not verified,CA,5.06,0,0,0,4699,12,19,0
871062,1085049,13400, 36 months,9.99,432.32,3,RENT,38000,not verified,NY,15.76,0,0,0,14420,64.7,22,0
871021,1085079,4000, 36 months,5.99,121.67,2,RENT,30000,verified,CO,20.44,0,1,0,8877,42.3,38,0
869750,1083722,5000, 36 months,9.99,161.32,7,RENT,68000,verified,CA,21.79,0,0,0,3616,38.1,11,0
866155,1079559,4200, 36 months,5.42,126.68,5,MORTGAGE,84000,not verified,CO,7.26,0,0,0,13017,39.4,21,0
870854,1084935,20000, 60 months,17.99,507.76,3,MORTGAGE,56500,VERIFIED - income,WA,24.23,0,0,0,44307,95.3,38,1
870027,1083962,4200, 36 months,10.59,136.69,0,MORTGAGE,59500,not verified,MD,19.78,0,0,0,3222,50.3,20,0
847448,1058937,21200, 60 months,13.99,487.95,6,MORTGAGE,78424.06,VERIFIED - income,NJ,9.44,0,1,0,17678,26.2,37,1
870703,1084722,4400, 36 months,10.59,143.2,1,MORTGAGE,55000,VERIFIED - income,WA,13.44,0,1,0,1055,42.2,15,0
870756,1084832,4000, 36 months,7.49,124.41,6,RENT,57000,VERIFIED - income,FL,26.21,0,1,0,8739,57.5,38,0
870800,1084791,12000, 36 months,5.42,361.92,9,RENT,65000,verified,WA,9.12,0,0,0,18873,46.4,24,0
870750,1084827,2000, 36 months,7.49,62.21,2,RENT,55000,not verified,CA,20.09,0,0,0,21314,60.5,13,0
870741,1084817,12000, 36 months,7.49,373.22,5,MORTGAGE,55000,verified,CT,15.56,0,5,0,11528,22.5,53,0
870106,1084069,18000, 36 months,11.49,593.49,6,MORTGAGE,90000,verified,OH,19.03,0,2,0,28405,41.4,59,0
870610,1084624,10000, 36 months,12.99,336.9,1,OWN,34800,not verified,NY,24.14,0,1,0,7843,42.6,17,1
870699,1084718,15000, 60 months,11.49,329.82,1,MORTGAGE,37000,not verified,WI,7.91,0,2,0,2479,18.2,41,1
870661,1084698,5000, 36 months,10.59,162.73,6,RENT,72000,VERIFIED - income,NM,22.72,0,1,0,2171,14.2,35,0
870692,1084661,6500, 36 months,9.99,209.71,2,MORTGAGE,26010,verified,NC,1.61,0,1,0,343,49,4,0
870569,1084528,6000, 36 months,10.99,196.41,4,MORTGAGE,33600,not verified,CA,6.21,0,2,0,5765,42.1,24,0
870653,1084690,8000, 36 months,9.99,258.1,10,MORTGAGE,40000,VERIFIED - income,PA,10.08,0,1,0,1940,20.2,11,0
870710,1084730,2200, 36 months,11.49,72.54,6,MORTGAGE,18000,not verified,AZ,3.2,0,0,0,1088,83.7,4,1
864241,1077406,14125, 36 months,12.99,475.86,6,RENT,46400,verified,WA,9.83,0,0,0,13802,87.4,7,0
870601,1084615,4350, 36 months,5.99,132.32,0,OWN,31200,not verified,CA,3.12,0,0,0,866,2.5,6,0
869672,1083510,10000, 60 months,12.99,227.48,6,MORTGAGE,82404,not verified,NJ,12.67,0,1,0,15843,51.6,26,0
870573,1084532,11200, 36 months,12.99,377.32,1,RENT,63000,not verified,NY,14,0,1,1,10036,64.3,18,0
870510,1084519,10000, 36 months,15.62,349.7,9,MORTGAGE,135000,not verified,NJ,11.13,0,1,0,22570,94,27,0
870435,1084464,8000, 36 months,12.99,269.52,2,MORTGAGE,75000,VERIFIED - income,CA,10.51,1,0,0,7384,85.9,23,0
847675,1059200,22400, 36 months,7.49,696.68,2,MORTGAGE,113000,VERIFIED - income,SC,10.87,0,0,0,76417,54,13,0
870332,1084305,7000, 36 months,7.49,217.72,,MORTGAGE,45000,VERIFIED - income,CA,15.23,0,0,0,26695,40.6,28,1
859738,1072445,7200, 36 months,11.99,239.11,5,MORTGAGE,31000,verified,KY,17.15,0,2,0,14836,55.8,26,0
870288,1084202,2200, 36 months,11.99,73.07,2,OWN,40000,verified,NY,4.17,0,0,0,3535,61.4,7,0
870271,1084187,12200, 60 months,10.99,190.21,6,RENT,64000,verified,NJ,8.04,0,0,0,6560,86.2,19,1
870025,1083960,24000, 36 months,7.49,746.44,10,MORTGAGE,131004,verified,NY,7.19,0,1,0,18061,63.2,18,0
870128,1084119,8000, 36 months,11.99,265.68,10,MORTGAGE,85000,verified,NJ,10.24,2,1,0,11005,25.2,31,0
870140,1084132,7000, 36 months,7.49,217.72,10,RENT,55000,not verified,CA,16.95,0,1,0,35610,71.7,28,1
839272,1049432,3375, 60 months,17.99,85.69,7,OWN,21403.44,not verified,AR,24.39,2,3,1,2274,66.9,16,0
862587,1075633,10000, 60 months,12.99,227.48,6,MORTGAGE,39996,not verified,MI,20.61,0,2,0,44180,60.69,10,0
870177,1084091,13600, 36 months,10.99,445.19,3,OWN,53400,verified,PA,4.13,0,0,0,1372,7.8,14,0
870129,1084120,2400, 36 months,7.49,74.65,0,MORTGAGE,62400,not verified,FL,18.6,0,0,0,6696,58.2,24,0
870112,1084002,30000, 36 months,16.49,1061.99,4,RENT,90000,VERIFIED - income,NY,14.64,0,0,0,37691,90.4,20,0
870130,1084121,6000, 36 months,10.59,195.27,6,MORTGAGE,32760,not verified,OK,18.83,0,1,0,11304,83.7,32,0
870162,1081883,1250, 36 months,5.42,37.7,,OWN,70000,not verified,AL,19.29,0,0,0,124386,31.4,22,0
870061,1084001,25000, 36 months,7.49,777.55,3,MORTGAGE,53148,VERIFIED - income,FL,17.05,0,3,0,18198,22.8,43,1
870090,1084052,8000, 36 months,15.23,278.23,6,MORTGAGE,52500,VERIFIED - income,TX,2.67,0,2,0,3214,74.7,12,0
870020,1083953,35000, 36 months,7.49,1088.56,5,MORTGAGE,96000,verified,TX,12.64,0,0,0,16981,63.1,32,0
870037,1083973,1500, 36 months,5.42,45.24,1,MORTGAGE,60000,verified,KY,5.26,0,3,0,5739,23,24,1
870014,1083946,5400, 60 months,14.79,127.88,0,RENT,51996,verified,FL,11.03,0,2,0,4528,11.7,23,1
867618,1081230,4000, 60 months,19.29,104.41,2,RENT,71000,not verified,PA,4.68,0,1,0,2537,86.9,11,1
869932,1083914,19000, 60 months,17.49,326.52,6,RENT,55000,verified,PA,18.44,0,2,0,11673,83.4,29,0
868685,1082472,20000, 60 months,10.59,430.78,4,MORTGAGE,98000,VERIFIED - income,IL,2.87,0,0,0,7829,28.4,19,0
869901,1083803,8000, 36 months,5.99,243.34,4,RENT,110000,VERIFIED - income,NY,7.96,0,0,0,66,0.4,10,0
869898,1083799,3500, 36 months,16.89,124.6,1,MORTGAGE,60000,not verified,GA,20.6,1,0,0,25281,56.8,63,1
869878,1083777,8000, 36 months,5.99,243.34,,MORTGAGE,32000,not verified,VA,6.9,0,0,0,6844,38.2,21,0
869720,1083640,20000, 60 months,16.49,380.98,3,RENT,54000,VERIFIED - income,WA,19.09,0,0,0,13332,78.4,15,1
869761,1083734,2200, 36 months,7.49,68.43,10,MORTGAGE,45000,not verified,CA,10.98,0,0,1,6434,32.8,15,1
869785,1083679,15000, 36 months,7.49,466.53,1,RENT,35000,not verified,IL,11.93,0,1,0,2624,52.5,25,0
869729,1083650,11500, 60 months,10.99,220.1,5,MORTGAGE,106000,verified,CA,19.56,0,0,0,13823,31.3,28,0
869736,1083658,2425, 36 months,8.49,76.55,0,RENT,36000,not verified,TX,24.87,0,1,0,22691,60.2,19,0
869776,1083666,4000, 36 months,13.49,135.73,5,RENT,37200,not verified,UT,15.94,0,2,0,3519,88,9,0
869762,1083602,4500, 36 months,7.49,139.96,10,OWN,41500,VERIFIED - income,CA,6.71,0,0,0,8128,66.6,9,0
869722,1083642,3200, 36 months,16.49,113.28,5,RENT,60000,verified,AZ,13.96,0,2,0,3799,95,9,1
868759,1082531,20000, 60 months,10.59,290.24,1,RENT,39150,VERIFIED - income,NY,29.12,0,0,0,7281,13,33,0
869713,1083633,4000, 36 months,7.49,124.41,10,RENT,95000,not verified,CA,19.89,0,0,0,24737,90,19,0
842522,1053205,3000, 36 months,18.39,109.05,5,MORTGAGE,43000,not verified,MI,21.68,0,3,1,2650,35.3,40,0
869696,1083586,17000, 36 months,11.99,564.57,10,MORTGAGE,30000,VERIFIED - income,MO,11.56,0,0,0,7714,21,22,1
869641,1083557,21000, 36 months,15.62,734.37,10,MORTGAGE,59617.48,verified,PA,14.13,0,1,0,14659,87.8,14,0
869473,1083300,8600, 36 months,15.99,302.31,10,RENT,35000,not verified,CA,2.88,1,0,0,2506,35.3,23,0
869606,1083492,18000, 36 months,7.49,559.83,3,RENT,89004,verified,AL,5.29,0,1,0,1866,15.2,20,0
869561,1083524,14300, 60 months,20.62,383.82,1,RENT,30000,verified,OH,19.2,0,3,0,4522,94.2,5,1
869602,1083488,5000, 36 months,11.49,164.86,7,RENT,200000,verified,NY,5.58,0,1,0,39849,76.6,13,0
869408,1083285,6000, 36 months,9.99,193.58,0,RENT,20400,not verified,HI,3.76,0,0,0,1670,4.8,4,0
869566,1083395,6000, 36 months,10.59,195.27,0,RENT,50000,verified,NY,13.1,0,0,0,3078,26.1,12,0
869525,1083436,5225, 36 months,7.49,162.51,8,MORTGAGE,135000,not verified,NJ,13.52,1,2,0,21618,52.3,32,1
869501,1083381,7800, 36 months,10.99,255.33,5,RENT,33000,not verified,PA,3.6,0,0,0,4438,25.4,3,0
869505,1080477,3500, 36 months,10.99,114.57,0,RENT,62400,not verified,PA,11.98,0,3,0,6334,27.2,33,0
869471,1083301,6000, 36 months,10.99,196.41,4,RENT,30000,not verified,CA,12.64,1,1,0,4127,73.4,27,1
869427,1029200,9600, 36 months,8.49,303.01,2,RENT,45000,verified,NY,4.83,0,0,0,3378,79.3,7,0
858319,1070890,15000, 36 months,5.42,452.4,3,MORTGAGE,72000,not verified,FL,4.58,0,0,0,13706,29.2,21,0
861768,1074685,12000, 60 months,8.49,246.15,6,MORTGAGE,45000,not verified,IL,6.75,0,0,0,1132,9.3,12,0
869344,1083250,8000, 60 months,16.89,198.35,10,OWN,28600,VERIFIED - income,FL,0.84,0,7,0,155,2.8,10,0
869377,1083203,18000, 36 months,6.99,555.71,5,MORTGAGE,86100,VERIFIED - income,CA,5.88,0,1,0,22605,36.5,19,0
869372,1083197,24000, 60 months,17.99,609.32,10,RENT,72528,VERIFIED - income,WA,18.8,0,0,0,18137,70.8,25,0
869157,1083055,14800, 36 months,7.49,460.31,6,RENT,28800,verified,NY,12.71,0,0,0,7892,17,14,0
869295,1083145,2500, 36 months,16.49,88.5,,MORTGAGE,70000,verified,IL,15.15,1,0,0,25938,97.1,43,0
869280,1083130,8000, 36 months,12.99,269.52,2,RENT,40000,not verified,OR,19.83,0,2,0,6144,52.1,10,0
868413,1082114,30000, 60 months,13.49,440.54,6,RENT,46000,VERIFIED - income,DC,20.03,0,0,0,23273,65.9,21,0
867431,1081029,4800, 36 months,5.99,146.01,5,MORTGAGE,20000,VERIFIED - income,MA,25.02,0,1,0,1375,17.2,8,0
869068,1082880,28000, 60 months,11.99,395.87,3,MORTGAGE,133000,VERIFIED - income,CA,5.95,0,0,0,23316,42.9,27,0
869189,1083004,5500, 36 months,7.49,171.06,,MORTGAGE,34200,not verified,FL,18.63,0,3,0,4033,27.2,17,0
869186,1083001,32400, 60 months,22.85,744.77,3,OWN,63000,VERIFIED - income,MD,14.11,0,0,1,6576,96.7,19,1
869148,1083045,10000, 36 months,9.99,322.63,3,RENT,39580.8,verified,CA,10.28,0,0,0,10067,76.8,11,0
869188,1083003,14000, 60 months,12.99,318.48,10,MORTGAGE,110000,verified,VA,16.75,0,1,0,33998,63.3,49,0
869178,1082994,6000, 36 months,5.42,180.96,7,OWN,24000,VERIFIED - income,OH,20.85,0,1,0,3412,7.6,23,0
869179,1082993,3500, 36 months,7.49,108.86,10,MORTGAGE,63000,not verified,PA,22.69,0,0,0,10799,78.3,28,0
869119,1083016,8000, 36 months,5.99,243.34,4,MORTGAGE,79000,not verified,GA,12.84,0,0,0,1827,2.9,19,0
869113,1082859,15000, 60 months,17.49,376.76,,RENT,40000,VERIFIED - income,CT,11.22,0,2,0,6147,38.4,22,1
866840,1080333,13500, 36 months,8.49,426.1,0,MORTGAGE,117500,not verified,FL,18.68,0,0,0,15524,45.5,12,0
869079,1082892,19600, 60 months,16.49,372.38,1,RENT,50400,verified,CT,16.5,1,0,0,16029,76.3,25,0
866486,1079950,4650, 36 months,9.99,150.03,,RENT,22392,VERIFIED - income,PA,9.27,1,1,0,4623,32.6,13,0
869064,1082878,3000, 36 months,11.99,99.63,3,MORTGAGE,50496,not verified,SC,21.36,0,3,0,8922,62.8,14,0
869076,1064045,6000, 36 months,7.49,186.61,6,MORTGAGE,97000,not verified,NV,8.78,0,2,0,3893,48.7,20,0
868007,1081659,28000, 36 months,7.49,870.85,3,MORTGAGE,75600,verified,CO,9.35,0,2,0,23379,7.7,16,0
866531,1079911,14675, 60 months,12.99,333.83,6,RENT,38004,VERIFIED - income,FL,29.18,0,1,0,21088,59.7,11,0
868369,1082090,12000, 60 months,8.49,246.15,5,RENT,65000,not verified,CT,20.31,0,0,0,912,2,28,0
868943,1082729,6400, 36 months,8.49,202.01,2,RENT,62758,verified,MA,20.71,0,0,0,7200,88.9,24,0
868937,1082723,4800, 36 months,10.99,157.13,10,OWN,120000,verified,NJ,13.24,0,1,0,116686,87,47,0
868936,1082722,6475, 36 months,6.99,199.9,4,RENT,92000,verified,NM,9.89,0,0,0,22603,46.2,15,1
866028,1079431,24000, 60 months,14.79,568.32,3,MORTGAGE,72000,VERIFIED - income,NJ,4.82,0,6,0,0,0,18,0
868417,1082118,8000, 36 months,15.99,281.22,10,RENT,143400,VERIFIED - income,FL,16.69,1,0,0,38963,81,31,0
868853,1082687,9600, 36 months,11.49,316.53,2,MORTGAGE,126000,VERIFIED - income,NV,17.18,2,0,0,66,1.2,34,0
868847,1082678,9000, 36 months,9.99,290.37,10,MORTGAGE,51000,VERIFIED - income,MD,2.59,0,0,0,5800,49.5,26,0
868879,1082513,8000, 36 months,5.42,241.28,5,MORTGAGE,90000,not verified,CA,21.08,0,0,0,572,3.6,30,0
868836,1082666,9000, 36 months,10.59,292.91,2,RENT,72500,verified,OR,14.05,0,0,1,8200,83.7,20,0
863858,1077006,20000, 36 months,6.99,617.46,10,MORTGAGE,60000,verified,CO,8.8,0,0,0,3198,37.2,26,0
867974,1081623,14000, 36 months,11.49,461.6,1,RENT,76500,not verified,VA,12.45,0,0,0,12315,55.5,15,0
868797,1082589,1000, 36 months,15.23,34.78,2,MORTGAGE,72000,verified,CA,16.55,1,1,0,1652,33.7,15,0
868784,1082576,6000, 36 months,11.49,197.83,1,OWN,35000,not verified,MD,22.35,1,0,0,5397,70.1,22,1
868702,1082491,3700, 36 months,5.99,112.55,2,MORTGAGE,70000,not verified,CT,15.14,0,2,0,0,0,25,0
861214,1074010,35000, 60 months,10.99,514.64,2,MORTGAGE,90000,VERIFIED - income,FL,0.87,0,0,0,2411,3.3,22,0
868715,1082433,6500, 36 months,10.99,212.78,1,MORTGAGE,55000,not verified,CA,12,0,2,0,14517,53.8,21,0
868716,1082434,4000, 36 months,5.42,120.64,1,RENT,65000,not verified,AZ,6.81,0,2,0,2655,15.6,22,0
868669,1063033,1325, 36 months,14.79,45.8,5,RENT,51500,verified,NY,16.15,0,1,0,6718,44.4,23,0
868596,1082362,15000, 36 months,11.49,494.57,,MORTGAGE,109000,VERIFIED - income,CA,22.41,1,0,0,33309,76.4,30,0
868443,1082151,3200, 36 months,5.42,96.52,10,MORTGAGE,63996,not verified,DE,6.51,0,0,0,41056,89.2,26,0
868590,1082355,19000, 36 months,13.49,644.68,10,MORTGAGE,115000,VERIFIED - income,CA,6.62,0,0,0,19521,85.6,22,0
868580,1082344,20000, 60 months,9.99,424.85,2,MORTGAGE,87500,VERIFIED - income,FL,14.21,0,0,0,13171,15,25,0
868619,1082301,2200, 36 months,11.49,72.54,10,MORTGAGE,50123,not verified,TX,22.29,0,1,0,15260,83.4,27,0
868573,1082337,21750, 60 months,18.79,408.04,2,MORTGAGE,47000,VERIFIED - income,TX,17,0,0,0,19736,96.3,12,0
868500,1082262,8000, 36 months,6.99,246.99,0,MORTGAGE,93000,verified,FL,13.47,0,1,0,48124,18.7,23,0
868539,1082271,15000, 36 months,8.49,473.45,,RENT,47000,VERIFIED - income,CA,22.16,0,0,0,16554,69.8,13,0
868540,1082272,35000, 60 months,12.99,531.74,4,MORTGAGE,155000,VERIFIED - income,GA,18.84,0,0,0,47812,48.8,44,0
868411,1082191,11000, 36 months,5.42,331.76,10,MORTGAGE,105000,VERIFIED - income,WI,6.47,0,0,0,58425,1.2,22,0
868512,1044183,16800, 60 months,11.99,373.63,3,MORTGAGE,140000,VERIFIED - income,CA,17.22,0,0,0,48231,65.9,33,0
868396,1082172,4000, 36 months,18.79,146.2,3,RENT,72000,verified,FL,8.02,0,3,0,2896,34.9,13,0
868458,1082216,5200, 36 months,15.23,180.85,4,MORTGAGE,35000,VERIFIED - income,AR,17.66,0,2,0,376,75.2,9,0
868392,1082166,7000, 36 months,10.99,229.14,2,RENT,30000,not verified,AL,6.2,0,0,0,3622,43.1,6,1
868438,1082144,13000, 36 months,15.99,456.98,3,RENT,120000,not verified,MD,24.8,0,0,1,28912,50.2,22,1
867417,1081013,20000, 36 months,11.99,664.2,10,OWN,58000,VERIFIED - income,CA,6.54,0,0,0,16963,44.6,12,0
868166,1081797,10500, 60 months,18.39,268.87,1,MORTGAGE,80000,not verified,OH,2.96,0,0,1,2805,38.4,21,0
868348,1082046,19425, 36 months,11.99,645.1,1,RENT,54000,VERIFIED - income,WA,23.47,0,0,0,25825,77.9,26,0
811962,1019060,12000, 36 months,6.99,370.48,3,MORTGAGE,120000,VERIFIED - income,WA,4.71,0,2,0,9489,34,41,1
868355,1082053,7000, 36 months,5.42,211.12,10,MORTGAGE,93000,not verified,PA,19.19,0,0,0,11435,19.4,43,0
868305,1049555,4200, 36 months,5.42,126.68,8,MORTGAGE,75000,verified,NY,4.13,0,0,0,3429,16.1,34,0
868277,1081995,17000, 60 months,11.49,238.02,10,RENT,48000,not verified,UT,26.18,0,0,0,17794,86.4,20,0
868280,1081999,2400, 36 months,5.99,73.01,5,RENT,23000,verified,NM,6.63,0,1,0,3554,12.2,12,0
868274,1081991,2500, 36 months,10.59,81.37,6,RENT,33000,verified,VA,22.55,0,0,0,1102,39.4,10,0
868268,1081984,5600, 36 months,5.42,168.9,10,MORTGAGE,70000,verified,FL,18.69,0,0,0,58952,23.1,24,0
827283,1036227,30000, 60 months,11.49,424.92,2,MORTGAGE,159996,VERIFIED - income,WI,18.59,0,0,0,96203,27.5,40,1
867692,1081364,35000, 60 months,18.39,896.22,,MORTGAGE,80000,verified,CA,14.23,0,0,0,35623,79.2,17,0
868255,1081945,14400, 60 months,19.29,375.85,6,OWN,150000,verified,NY,4.88,1,1,0,3859,52.8,26,0
868224,1081912,9500, 36 months,7.49,295.47,7,RENT,40000,VERIFIED - income,VA,15.81,0,2,0,3492,22.7,18,0
867771,1081397,1200, 36 months,13.99,41.01,9,RENT,36000,not verified,NV,24.6,1,3,0,1153,32.9,32,0
868236,1081925,10000, 36 months,5.99,304.18,10,RENT,84000,not verified,FL,17.17,0,3,0,3001,31.9,21,0
865714,1078994,5650, 36 months,5.42,170.41,10,MORTGAGE,48000,not verified,TX,17.32,0,0,0,17573,30.9,32,0
864473,1077600,8000, 36 months,11.99,265.68,0,RENT,26000,verified,NY,20.49,0,1,0,6709,58.9,12,0
868217,1081904,13500, 36 months,7.49,419.88,1,RENT,64402,verified,NY,20.85,0,0,0,306,3.8,9,0
867418,1081014,6200, 36 months,5.99,188.59,10,MORTGAGE,76800,not verified,NC,5.52,0,0,0,269,2.4,30,0
868215,1081902,24000, 36 months,5.99,730.02,,MORTGAGE,70000,VERIFIED - income,LA,1.8,0,0,0,4413,6.4,27,0
867325,1080919,5000, 36 months,6.99,154.37,8,RENT,21648,not verified,TX,12.8,0,0,0,0,24.66,10,0
867909,1081555,29600, 60 months,13.49,442.27,,OWN,56948,verified,NC,15.47,0,1,0,28717,51.1,14,0
